22220,1.51,0.375
23260,1.54,0.359
24390,1.55,0.343
25640,1.56,0.327
27030,1.57,0.31
28570,1.57,0.293
30300,1.57,0.279
32259,1.56,0.28
34480,1.54,0.288
37040,1.53,0.307
40000,1.53,0.344
43480,1.54,0.396
47620,1.58,0.455
52630,1.64,0.503
58820,1.72,0.527
66670,1.81,0.523
76920,1.86,0.506
90910,1.91,0.463
100000,1.93,0.438
111100,1.94,0.416
125000,1.96,0.418
142900,1.97,0.421
166700,2.0,0.438
200000,2.03,0.47
247500,2.06,0.512
289000,2.09,0.543
347200,2.15,0.586
433500,2.22,0.648
520299,2.27,0.712
650200,2.35,0.792
867300,2.47,0.966
1041000,2.56,1.06
1300000,2.7,1.169
1733000,3.05,1.393
