400,2.226,2.3
401,2.295,2.23
402,2.402,2.263
403,2.303,2.427
404,2.443,2.168
405,2.476,2.264
406,2.44,2.369
407,2.65,2.277
408,2.556,2.393
409,2.657,2.314
410,2.619,2.37
411,2.662,2.362
412,2.616,2.439
413,2.752,2.391
414,2.807,2.318
415,2.81,2.374
416,2.983,2.365
417,2.919,2.313
418,2.981,2.455
419,2.975,2.349
420,3.014,2.393
421,3.138,2.296
422,3.179,2.288
423,3.174,2.277
424,3.284,2.237
425,3.248,2.291
426,3.357,2.201
427,3.341,2.233
428,3.426,2.095
429,3.479,2.065
430,3.404,2.119
431,3.655,1.829
432,3.51,1.91
433,3.754,1.731
434,3.646,1.727
435,3.714,1.706
436,3.911,1.618
437,3.712,1.793
438,3.839,1.775
439,3.929,1.56
440,4.167,1.498
441,4.099,1.537
442,4.142,1.486
443,4.174,1.548
444,4.284,1.389
445,4.296,1.399
446,4.4,1.241
447,4.323,1.42
448,4.39,1.32
449,4.351,1.355
450,4.257,1.321
451,4.369,1.265
452,4.353,1.299
453,4.437,1.258
454,4.386,1.261
455,4.474,1.093
456,4.561,1.17
457,4.579,1.129
458,4.429,1.129
459,4.42,1.225
460,4.549,1.218
461,4.627,1.014
462,4.449,1.106
463,4.457,1.194
464,4.407,1.177
465,4.54,1.047
466,4.458,0.958
467,4.489,0.928
468,4.461,1.056
469,4.513,0.947
470,4.532,0.902
471,4.492,0.979
472,4.423,0.988
473,4.397,0.938
474,4.536,1.015
475,4.418,0.819
476,4.475,0.903
477,4.429,0.869
478,4.446,0.884
479,4.505,0.962
480,4.46,0.834
481,4.51,0.95
482,4.489,0.828
483,4.5,0.832
484,4.415,0.774
485,4.494,0.864
486,4.45,0.83
487,4.597,0.873
488,4.422,0.876
489,4.553,0.882
490,4.556,0.911
491,4.398,0.768
492,4.553,0.833
493,4.643,0.865
494,4.506,0.823
495,4.617,0.88
496,4.657,0.893
497,4.644,0.882
498,4.533,0.846
499,4.705,0.864
500,4.763,0.897
501,4.704,0.895
502,4.67,0.858
503,4.69,0.834
504,4.694,0.804
505,4.654,0.866
506,4.78,0.894
507,4.703,0.795
508,4.508,0.773
509,4.598,0.793
510,4.644,0.769
511,4.752,0.747
512,4.72,0.786
513,4.679,0.745
514,4.706,0.798
515,4.495,0.737
516,4.728,0.75
517,4.543,0.75
518,4.624,0.721
519,4.544,0.713
520,4.503,0.708
521,4.585,0.727
522,4.621,0.711
523,4.505,0.652
524,4.559,0.709
525,4.532,0.666
526,4.493,0.652
527,4.536,0.649
528,4.373,0.599
529,4.492,0.647
530,4.454,0.639
531,4.468,0.639
532,4.408,0.629
533,4.405,0.597
534,4.355,0.6
535,4.367,0.594
536,4.39,0.574
537,4.322,0.566
538,4.36,0.542
539,4.331,0.564
540,4.238,0.541
541,4.28,0.551
542,4.321,0.582
543,4.266,0.555
544,4.256,0.603
545,4.271,0.556
546,4.271,0.585
547,4.085,0.578
548,4.199,0.584
549,4.123,0.53
550,4.141,0.517
551,4.224,0.517
552,4.08,0.588
553,4.128,0.566
554,4.063,0.58
555,4.066,0.54
556,4.114,0.582
557,3.984,0.576
558,4.016,0.576
559,4.072,0.515
560,4.036,0.604
561,4.011,0.564
562,4.059,0.61
563,3.973,0.562
564,3.969,0.552
565,3.991,0.592
566,4.044,0.515
567,4.004,0.566
568,3.985,0.615
569,3.939,0.573
570,3.999,0.646
571,4.009,0.614
572,3.966,0.597
573,3.91,0.618
574,3.905,0.631
575,3.853,0.684
576,3.97,0.663
577,3.85,0.689
578,3.85,0.701
579,3.805,0.718
580,3.816,0.701
581,3.79,0.756
582,3.888,0.767
583,3.67,0.773
584,3.847,0.811
585,3.867,0.821
586,3.816,0.811
587,3.849,0.8
588,3.81,0.863
589,3.838,0.892
590,3.867,0.94
591,3.883,0.949
592,3.783,0.957
593,3.875,0.964
594,3.916,1.004
595,3.885,1.023
596,3.863,1.064
597,3.952,1.11
598,3.934,1.081
599,3.955,1.103
600,3.983,1.153
601,3.958,1.191
602,4.072,1.18
603,4.001,1.195
604,4.097,1.119
605,4.092,1.165
606,4.156,1.169
607,4.219,1.18
608,4.229,1.123
609,4.237,1.125
610,4.356,1.097
611,4.368,1.103
612,4.388,1.075
613,4.431,1.013
614,4.429,0.994
615,4.435,0.969
616,4.44,0.911
617,4.426,0.936
618,4.443,0.898
619,4.456,0.861
620,4.432,0.874
621,4.407,0.84
622,4.359,0.834
623,4.43,0.804
624,4.411,0.781
625,4.398,0.707
626,4.452,0.755
627,4.477,0.694
628,4.368,0.705
629,4.437,0.722
630,4.371,0.666
631,4.355,0.695
632,4.362,0.687
633,4.247,0.756
634,4.256,0.72
635,4.31,0.75
636,4.349,0.714
637,4.296,0.75
638,4.296,0.777
639,4.275,0.795
640,4.28,0.77
641,4.14,0.82
642,4.183,0.881
643,4.304,0.887
644,4.202,0.917
645,4.275,0.936
646,4.293,0.953
647,4.371,0.985
648,4.33,0.968
649,4.396,0.941
650,4.32,0.981
651,4.488,1.006
652,4.456,0.997
653,4.504,0.98
654,4.507,0.995
655,4.594,0.957
656,4.634,0.912
657,4.732,0.885
658,4.728,0.839
659,4.792,0.799
660,4.799,0.754
661,4.818,0.707
662,4.808,0.655
663,4.781,0.604
664,4.74,0.57
665,4.821,0.47
666,4.791,0.462
667,4.75,0.412
668,4.841,0.365
669,4.757,0.359
670,4.698,0.329
671,4.627,0.308
672,4.747,0.315
673,4.619,0.277
674,4.543,0.266
675,4.544,0.238
676,4.409,0.242
677,4.456,0.261
678,4.455,0.186
679,4.36,0.226
680,4.354,0.264
681,4.379,0.183
682,4.286,0.203
683,4.201,0.171
684,4.282,0.136
685,4.3,0.222
686,4.141,0.232
687,4.27,0.167
688,4.097,0.138
689,4.014,0.131
690,4.129,0.147
691,4.09,0.126
692,3.999,0.104
693,4.097,0.134
694,4.065,0.135
695,3.971,0.155
696,4.011,0.155
697,3.994,0.08
698,3.965,0.073
699,3.993,0.067
700,3.906,0.108
701,3.89,0.061
702,3.955,0.127
703,3.844,0.046
704,3.809,0.026
705,3.824,0.046
706,3.768,0.078
707,3.849,0.157
708,3.717,0.085
709,3.746,0.126
710,3.781,0.136
711,3.751,0.105
712,3.606,0.147
713,3.853,0.006
714,3.64,0.088
715,3.71,0.087
716,3.803,0.054
717,3.661,0.068
718,3.554,0.179
719,3.751,0.048
720,3.697,0.167
721,3.577,0.103
722,3.714,0.065
723,3.514,0.036
