360,2.047,3.308
362,2.093,3.341
363,2.141,3.372
365,2.192,3.402
366,2.244,3.431
368,2.297,3.458
370,2.353,3.484
371,2.41,3.508
373,2.469,3.53
374,2.529,3.55
376,2.591,3.567
378,2.655,3.582
379,2.72,3.594
381,2.785,3.603
382,2.852,3.61
384,2.919,3.612
386,2.986,3.612
387,3.053,3.608
389,3.12,3.6
390,3.186,3.589
392,3.252,3.575
394,3.316,3.557
395,3.378,3.536
397,3.438,3.511
398,3.496,3.484
400,3.551,3.454
402,3.604,3.422
403,3.654,3.387
405,3.7,3.351
406,3.743,3.314
408,3.783,3.275
410,3.819,3.236
411,3.853,3.196
413,3.883,3.156
414,3.91,3.117
416,3.934,3.078
418,3.955,3.039
419,3.974,3.002
421,3.991,2.966
422,4.005,2.931
424,4.017,2.898
426,4.028,2.866
427,4.037,2.835
429,4.045,2.806
430,4.051,2.779
432,4.057,2.753
434,4.062,2.729
435,4.066,2.707
437,4.07,2.686
438,4.073,2.666
440,4.077,2.648
442,4.08,2.631
443,4.083,2.616
445,4.086,2.601
446,4.09,2.588
448,4.094,2.576
450,4.098,2.564
451,4.102,2.554
453,4.107,2.544
454,4.112,2.535
456,4.118,2.526
458,4.124,2.518
459,4.13,2.511
461,4.138,2.504
462,4.145,2.497
464,4.153,2.491
466,4.161,2.484
467,4.17,2.478
469,4.18,2.472
470,4.189,2.467
472,4.2,2.461
474,4.21,2.455
475,4.221,2.449
477,4.232,2.443
478,4.244,2.437
480,4.256,2.431
482,4.268,2.424
483,4.28,2.418
485,4.293,2.411
486,4.305,2.404
488,4.318,2.397
490,4.331,2.389
491,4.344,2.382
493,4.357,2.374
494,4.371,2.366
496,4.384,2.358
498,4.397,2.349
499,4.41,2.34
501,4.424,2.331
502,4.437,2.322
504,4.45,2.312
506,4.463,2.303
507,4.476,2.293
509,4.489,2.283
510,4.501,2.272
512,4.514,2.262
514,4.527,2.251
515,4.539,2.24
517,4.551,2.229
518,4.563,2.218
520,4.575,2.207
522,4.587,2.195
523,4.598,2.184
525,4.609,2.172
526,4.621,2.16
528,4.632,2.148
530,4.642,2.136
531,4.653,2.124
532,4.659,2.117
533,4.663,2.112
534,4.674,2.1
536,4.684,2.087
538,4.694,2.075
539,4.703,2.063
541,4.713,2.05
542,4.722,2.037
544,4.731,2.025
546,4.74,2.012
547,4.749,1.999
549,4.757,1.987
550,4.765,1.974
552,4.773,1.961
554,4.781,1.948
555,4.789,1.936
557,4.796,1.923
558,4.804,1.91
560,4.811,1.897
562,4.818,1.885
563,4.824,1.872
565,4.831,1.859
566,4.837,1.847
568,4.843,1.834
570,4.849,1.822
571,4.855,1.809
573,4.86,1.797
574,4.865,1.785
576,4.871,1.773
578,4.876,1.761
579,4.88,1.749
581,4.885,1.737
582,4.89,1.725
