263,1.825,4.175
265,1.854,4.262
266,1.899,4.341
268,1.954,4.439
269,2.014,4.543
271,2.099,4.659
272,2.188,4.735
274,2.293,4.855
275,2.426,4.941
277,2.574,5.031
278,2.723,5.111
280,2.877,5.158
281,3.037,5.233
283,3.232,5.28
285,3.406,5.332
286,3.668,5.347
288,3.926,5.353
290,4.205,5.272
291,4.454,5.142
293,4.659,4.949
295,4.791,4.74
297,4.885,4.548
298,4.928,4.364
300,4.985,4.206
302,4.986,4.067
304,5.009,3.941
306,5.025,3.827
308,5.024,3.744
310,5.029,3.645
311,5.034,3.575
313,5.039,3.492
315,5.035,3.444
317,5.032,3.392
320,5.051,3.347
322,5.068,3.286
324,5.066,3.258
326,5.091,3.213
328,5.12,3.174
330,5.135,3.146
332,5.159,3.112
335,5.177,3.083
337,5.218,3.05
339,5.247,3.032
342,5.277,3.009
344,5.31,3.005
346,5.363,3.008
349,5.429,3.018
351,5.487,3.028
354,5.601,3.056
356,5.752,3.092
359,5.967,3.105
362,6.251,3.037
364,6.563,2.869
367,6.821,2.562
370,6.989,2.163
372,7.004,1.75
375,6.899,1.404
378,6.735,1.068
381,6.548,0.871
384,6.369,0.695
387,6.191,0.587
390,6.041,0.486
393,5.897,0.44
396,5.764,0.385
399,5.649,0.326
403,5.543,0.297
406,5.45,0.259
409,5.356,0.232
413,5.279,0.203
416,5.197,0.187
420,5.126,0.171
423,5.056,0.154
427,4.994,0.142
431,4.933,0.13
435,4.872,0.121
438,4.825,0.108
442,4.77,0.101
446,4.722,0.095
450,4.677,0.086
455,4.631,0.08
459,4.591,0.069
463,4.549,0.0626
467,4.51,0.0568
472,4.471,0.0482
476,4.435,0.0427
481,4.402,0.0393
486,4.368,0.0362
491,4.337,0.0329
495,4.309,0.028
500,4.281,0.024
506,4.252,0.0228
511,4.224,0.0189
516,4.2,0.0144
522,4.177,0.0122
527,4.153,0.0109
533,4.131,0.01
539,4.109,0.008
545,4.089,0.0075
551,4.068,0.006
557,4.049,0.0064
563,4.029,0.0052
570,4.012,0.0047
576,3.995,0.0045
583,3.977,0.0038
590,3.96,0.0035
597,3.9441,0.0026
604,3.9291,0.002
612,3.9144,0.0024
619,3.9,0.0017
627,3.886,0.0013
635,3.8723,0.0008
644,3.8589,0.0013
652,3.845,0.0017
661,3.833,0.0021
670,3.8205,0.0017
679,3.8084,0.0024
688,3.796,0.0029
698,3.7851,0.0026
708,3.7739,0.0024
718,3.7631,0.0024
729,3.753,0.0029
740,3.7423,0.0026
751,3.7324,0.004
763,3.7228,0.0044
774,3.716,0.0012
787,3.7046,0.0029
799,3.696,0.0047
813,3.6877,0.005
826,3.678,0.0046
