380.1937109,0.937930294
384.1142631,0.9393721087
392.1868134,0.9400582573
400.7082284,0.9415829553
408.9140354,0.942889748
417.9404232,0.9437362225
426.9668109,0.9442891834
435.9931986,0.944944236
445.0195863,0.9458162334
454.045974,0.9467520381
463.0723618,0.9477644116
472.0987495,0.9487767851
481.1251372,0.9497253513
490.1515249,0.9505526836
499.1779127,0.9513672544
508.2043004,0.952092495
517.2306881,0.9527284054
526.2570758,0.9532686048
535.2834636,0.9537067126
544.3098513,0.9540682515
553.336239,0.9542957952
562.3626267,0.9544403893
571.3890144,0.9545403184
580.4154022,0.9545572979
589.4417899,0.9544913279
598.4681776,0.9544891653
607.4945653,0.9544168146
616.5209531,0.9543444639
625.5473408,0.9543423012
634.5737285,0.9542890927
643.6001162,0.9542741686
652.6265039,0.9543485747
661.6528917,0.9544357423
670.6792794,0.9545101484
679.7056671,0.9546100774
688.7320548,0.9546717221
697.7584426,0.9546759402
706.7848303,0.9546227317
715.811218,0.9545695232
724.8376057,0.9544078422
733.8639935,0.9542270191
742.8903812,0.9539696273
751.9167689,0.9536548088
760.9431566,0.9533272289
769.9695443,0.9529613646
778.9959321,0.9525380737
788.0223198,0.9522041131
797.0487075,0.9518382488
806.0750952,0.9514404809
815.101483,0.9510809973
824.1278707,0.9507087523
833.1542584,0.9503173651
842.1806461,0.9499259779
851.2070339,0.9495345906
860.2334216,0.9491814878
869.2598093,0.9488092428
878.286197,0.9485008051
887.3125847,0.948224271
896.3389725,0.9479604984
905.3653602,0.9476903451
914.3917479,0.9474393339
923.4181356,0.9470096623
932.4445234,0.9466246558
941.4709111,0.9461375577
950.4972988,0.9456568402
959.5236865,0.9452335494
968.5500743,0.9450527263
977.576462,0.9448144766
986.6028497,0.9445953691
995.6292374,0.9443890231
1004.655625,0.9440678239
1013.682013,0.9437466247
1022.708401,0.9435019943
1031.734788,0.9432573639
1040.761176,0.9429935913
1049.787564,0.9427553416
1058.813951,0.9425170919
1067.840339,0.9422341771
1076.046146,0.9420996337
